path_name,adj_p_val,overlapping_genes,-log10_pval,method,time_int,path_name_clean,n_sensors
regulation of transforming growth factor beta receptor signaling pathway (GO:0017015),0.0003198240957319755,"['HSP90AB1', 'UBB', 'CITED2', 'UBC', 'THBS1', 'HSPA1A']",3.495088819360208,raw,8,Regulation of transforming growth factor beta receptor signaling pathway ,6
regulation of cell death (GO:0010941),0.0003483629928568192,"['UBB', 'CCN2', 'CCN1', 'DKK1', 'HSPA1B', 'HSPA1A']",3.4579679869930797,raw,8,Regulation of cell death ,6
cellular response to chemokine (GO:1990869),0.0003483629928568192,"['CXCL8', 'DUSP1', 'CXCL1', 'CXCL3', 'CXCL2']",3.4579679869930797,raw,8,Cellular response to chemokine ,5
positive regulation of interleukin-8 production (GO:0032757),0.0003708392988763828,"['DDIT3', 'IL1B', 'SERPINE1', 'HSPA1B', 'HSPA1A']",3.430814248689374,raw,8,Positive regulation of interleukin-8 production ,5
modulation by symbiont of host process (GO:0044003),0.0003786122646257306,"['UBB', 'UBC', 'B2M']",3.4218053217694626,raw,8,Modulation by symbiont of host process ,3
cellular response to lipid (GO:0071396),0.0003786122646257306,"['H2AZ1', 'CXCL8', 'IL1B', 'SERPINE1', 'CXCL1', 'VIM', 'CXCL3', 'CXCL2']",3.4218053217694626,raw,8,Cellular response to lipid ,8
response to lipopolysaccharide (GO:0032496),0.0003901489150002889,"['CXCL8', 'IL1B', 'SERPINE1', 'CXCL1', 'VIM', 'CXCL3', 'CXCL2']",3.408769596514799,raw,8,Response to lipopolysaccharide ,7
positive regulation of cell motility (GO:2000147),0.0003901489150002889,"['COL1A1', 'MMP14', 'HSPA5', 'CAVIN1', 'IL1B', 'CCN1', 'THBS1', 'ACTG1']",3.408769596514799,raw,8,Positive regulation of cell motility ,8
'de novo' posttranslational protein folding (GO:0051084),0.0004200660655665555,"['HSPA8', 'HSPA5', 'HSPA1B', 'HSPA1A']",3.376682400900596,raw,8,'de novo' posttranslational protein folding ,4
antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),0.0004219112201315237,"['CXCL8', 'CXCL1', 'CXCL3', 'CXCL2', 'GAPDH']",3.3747789250177083,raw,8,Antimicrobial humoral immune response mediated by antimicrobial peptide ,5
cellular response to topologically incorrect protein (GO:0035967),0.0004577232990347394,"['HSPA8', 'HSPA5', 'HSPA1B', 'HSPA1A']",3.3393969805491324,raw,8,Cellular response to topologically incorrect protein ,4
cellular response to UV-A (GO:0071492),0.0004577232990347394,"['MMP1', 'MMP3', 'TIMP1']",3.3393969805491324,raw,8,Cellular response to uv-a ,3
positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990440),0.0004577232990347394,"['HSPA5', 'DDIT3', 'ATF4']",3.3393969805491324,raw,8,Positive regulation of transcription from rna polymerase ii promoter in response to endoplasmic reticulum stress ,3
negative regulation of leukocyte chemotaxis (GO:0002689),0.0005984306957093652,"['GREM1', 'DUSP1', 'MIF']",3.222986138012425,raw,8,Negative regulation of leukocyte chemotaxis ,3
regulation of cellular response to stress (GO:0080135),0.0006424862891985972,"['HSPA8', 'HSP90AB1', 'HSPA1B', 'IER3', 'ATF4', 'HSPA1A']",3.1921361358393554,raw,8,Regulation of cellular response to stress ,6
retina homeostasis (GO:0001895),0.0006883868679978781,"['HSPB1', 'B2M', 'ACTB', 'ACTG1']",3.162167423077853,raw,8,Retina homeostasis ,4
protein stabilization (GO:0050821),0.0007189738443356881,"['HSP90AB1', 'FLNA', 'CALR', 'PFN1', 'GAPDH', 'HSPA1B', 'HSPA1A']",3.1432869085980615,raw,8,Protein stabilization ,7
regulation of mRNA catabolic process (GO:0061013),0.0007408419294954915,"['HSPA8', 'UBB', 'UBC', 'HSPB1', 'VIM', 'HSPA1A']",3.1302744458277396,raw,8,Regulation of mrna catabolic process ,6
negative regulation of transcription by RNA polymerase II (GO:0000122),0.0007737103366878567,"['DDX5', 'CITED2', 'DKK1', 'EID1', 'UBB', 'CCND1', 'DDIT3', 'ID1', 'UBC', 'ID3', 'CALR', 'ATF4', 'HSPA1A']",3.1114216009755267,raw,8,Negative regulation of transcription by rna polymerase ii ,13
actin-myosin filament sliding (GO:0033275),0.0007948991455250656,"['MYL6', 'ACTC1', 'TPM2', 'VIM']",3.0996879698598367,raw,8,Actin-myosin filament sliding ,4
muscle filament sliding (GO:0030049),0.0007948991455250656,"['MYL6', 'ACTC1', 'TPM2', 'VIM']",3.0996879698598367,raw,8,Muscle filament sliding ,4
regulation of integrin-mediated signaling pathway (GO:2001044),0.0008722024052020978,"['CD63', 'FLNA', 'TIMP1']",3.05938272004214,raw,8,Regulation of integrin-mediated signaling pathway ,3
positive regulation of cytokine production (GO:0001819),0.0009437658048177461,"['DDIT3', 'IL1B', 'SERPINE1', 'HMOX1', 'MIF', 'GAPDH', 'HSPA1B', 'ATF4', 'HSPA1A']",3.0251357623692074,raw,8,Positive regulation of cytokine production ,9
regulation of endothelial cell chemotaxis (GO:2001026),0.0010565361837703794,"['TMSB4X', 'HSPB1', 'THBS1']",2.976115624837208,raw,8,Regulation of endothelial cell chemotaxis ,3
regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041),0.0011228606992085622,"['GPX1', 'SERPINE1', 'HMOX1', 'THBS1']",2.9496741184647397,raw,8,Regulation of extrinsic apoptotic signaling pathway via death domain receptors ,4
positive regulation of receptor-mediated endocytosis (GO:0048260),0.0013334197070386695,"['GREM1', 'CD63', 'SERPINE1', 'B2M']",2.875033130585209,raw,8,Positive regulation of receptor-mediated endocytosis ,4
"negative regulation of transcription, DNA-templated (GO:0045892)",0.0013713506687646417,"['HSPA8', 'DDX5', 'CITED2', 'DKK1', 'EID1', 'UBB', 'CCND1', 'CCDC85B', 'DDIT3', 'ID1', 'UBC', 'ID3', 'FLNA', 'CALR', 'ATF4']",2.8628514773503304,raw,8,"Negative regulation of transcription, dna-templated ",15
regulation of fibroblast proliferation (GO:0048145),0.0015453233473686195,"['FTH1', 'FN1', 'S100A6', 'MIF']",2.810980633853935,raw,8,Regulation of fibroblast proliferation ,4
negative regulation of DNA-binding transcription factor activity (GO:0043433),0.0015453233473686195,"['NFKBIA', 'DDIT3', 'TMSB4X', 'ID1', 'ID3', 'FLNA']",2.810980633853935,raw,8,Negative regulation of dna-binding transcription factor activity ,6
positive regulation of neuron death (GO:1901216),0.0016442964792693054,"['DDIT3', 'DDIT4', 'DKK1', 'ATF4']",2.784019873108733,raw,8,Positive regulation of neuron death ,4
regulation of mRNA stability (GO:0043488),0.0016898903237361847,"['HSPA8', 'UBB', 'UBC', 'HSPB1', 'VIM', 'HSPA1A']",2.772141480795689,raw,8,Regulation of mrna stability ,6
positive regulation of blood vessel endothelial cell migration (GO:0043536),0.0017428044309357725,"['TMSB4X', 'HSPB1', 'HMOX1', 'THBS1']",2.7587513445771665,raw,8,Positive regulation of blood vessel endothelial cell migration ,4
positive regulation of epithelial cell migration (GO:0010634),0.0019415723348589309,"['SPARC', 'CALR', 'PFN1', 'THBS1', 'RHOB']",2.7118464248218292,raw,8,Positive regulation of epithelial cell migration ,5
regulation of cell population proliferation (GO:0042127),0.0019450806297535218,"['IL11', 'CXCL8', 'FN1', 'CXCL1', 'THBS1', 'GREM1', 'FTH1', 'IL1B', 'TIMP1', 'CALR', 'JUNB', 'HSPA1B', 'HSPA1A']",2.7110623910831384,raw,8,Regulation of cell population proliferation ,13
negative regulation of cell population proliferation (GO:0008285),0.0020693663667045296,"['GREM1', 'CXCL8', 'FTH1', 'IL1B', 'HMOX1', 'CXCL1', 'B2M', 'HSPA1B', 'HSPA1A']",2.6841626137554564,raw,8,Negative regulation of cell population proliferation ,9
cellular transition metal ion homeostasis (GO:0046916),0.0020693663667045296,"['MT2A', 'FTH1', 'HMOX1', 'SLC39A7', 'FTL']",2.6841626137554564,raw,8,Cellular transition metal ion homeostasis ,5
positive regulation of NF-kappaB transcription factor activity (GO:0051092),0.0021811890369469993,"['NFKBIA', 'UBB', 'IL1B', 'UBC', 'HSPA1B', 'HSPA1A']",2.6613066938228234,raw,8,Positive regulation of nf-kappab transcription factor activity ,6
regulation of protein modification by small protein conjugation or removal (GO:1903320),0.0021811890369469993,"['HSP90AB1', 'HSPA1B', 'HSPA1A']",2.6613066938228234,raw,8,Regulation of protein modification by small protein conjugation or removal ,3
regulation of peptidyl-serine phosphorylation (GO:0033135),0.0022033280859573134,"['IL11', 'HSP90AB1', 'DDIT4', 'MIF', 'DKK1']",2.6569208295347018,raw,8,Regulation of peptidyl-serine phosphorylation ,5
purinergic nucleotide receptor signaling pathway (GO:0035590),0.0024509816053892423,"['HSP90AB1', 'IL1B', 'TXNIP']",2.610659948114681,raw,8,Purinergic nucleotide receptor signaling pathway ,3
negative regulation of reproductive process (GO:2000242),0.0024509816053892423,"['DUSP1', 'CALR', 'TIMP1']",2.610659948114681,raw,8,Negative regulation of reproductive process ,3
inflammatory response (GO:0006954),0.0025178477798915833,"['CXCL8', 'IL1B', 'ADM', 'CXCL1', 'CXCL3', 'THBS1', 'CXCL2']",2.5989705293319756,raw,8,Inflammatory response ,7
negative regulation of metabolic process (GO:0009892),0.002778894800892016,"['DDIT3', 'IL1B', 'ID1', 'ATF4']",2.556127893761264,raw,8,Negative regulation of metabolic process ,4
chemokine-mediated signaling pathway (GO:0070098),0.002778894800892016,"['CXCL8', 'CXCL1', 'CXCL3', 'CXCL2']",2.556127893761264,raw,8,Chemokine-mediated signaling pathway ,4
positive regulation of cellular metabolic process (GO:0031325),0.002853145942990444,"['NFKBIA', 'GREM1', 'CD63', 'CXCL8', 'THBS1']",2.544676012915534,raw,8,Positive regulation of cellular metabolic process ,5
regulation of MAPK cascade (GO:0043408),0.0028736738722094386,"['GREM1', 'IL11', 'DUSP1', 'IL1B', 'FN1', 'CCN1']",2.541562520661259,raw,8,Regulation of mapk cascade ,6
negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240),0.003006249746680347,"['IL1B', 'HSPA1B', 'HSPA1A']",2.5219749428776295,raw,8,Negative regulation of extrinsic apoptotic signaling pathway in absence of ligand ,3
negative regulation of signal transduction in absence of ligand (GO:1901099),0.003006249746680347,"['IL1B', 'HSPA1B', 'HSPA1A']",2.5219749428776295,raw,8,Negative regulation of signal transduction in absence of ligand ,3
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101),0.0031221379865510727,"['GREM1', 'UBB', 'UBC', 'DKK1', 'HSPA1A']",2.5055479066953117,raw,8,Negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway ,5
positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846),0.003267806838286629,"['HSP90AB1', 'CITED2', 'THBS1']",2.485743622747194,raw,8,Positive regulation of cellular response to transforming growth factor beta stimulus ,3
positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003),0.003267806838286629,"['HSPA5', 'DDIT3', 'ATF4']",2.485743622747194,raw,8,Positive regulation of transcription from rna polymerase ii promoter in response to stress ,3
positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511),0.003267806838286629,"['HSP90AB1', 'CITED2', 'THBS1']",2.485743622747194,raw,8,Positive regulation of transforming growth factor beta receptor signaling pathway ,3
response to endoplasmic reticulum stress (GO:0034976),0.003267806838286629,"['CXCL8', 'HSPA5', 'DDIT3', 'THBS1', 'ATF4']",2.485743622747194,raw,8,Response to endoplasmic reticulum stress ,5
positive regulation of DNA-binding transcription factor activity (GO:0051091),0.0033355909792570216,"['NFKBIA', 'UBB', 'DDIT3', 'IL1B', 'UBC', 'HSPA1B', 'HSPA1A']",2.4768272093359553,raw,8,Positive regulation of dna-binding transcription factor activity ,7
negative regulation of plasminogen activation (GO:0010757),0.0033355909792570216,"['SERPINE1', 'THBS1']",2.4768272093359553,raw,8,Negative regulation of plasminogen activation ,2
negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding (GO:1903026),0.0033355909792570216,"['DDIT3', 'TMSB4X']",2.4768272093359553,raw,8,Negative regulation of rna polymerase ii regulatory region sequence-specific dna binding ,2
intracellular sequestering of iron ion (GO:0006880),0.0033355909792570216,"['FTH1', 'FTL']",2.4768272093359553,raw,8,Intracellular sequestering of iron ion ,2
positive regulation of nucleotide-binding oligomerization domain containing signaling pathway (GO:0070426),0.0033355909792570216,"['HSPA1B', 'HSPA1A']",2.4768272093359553,raw,8,Positive regulation of nucleotide-binding oligomerization domain containing signaling pathway ,2
iron ion homeostasis (GO:0055072),0.0033355909792570216,"['FTH1', 'HMOX1', 'B2M', 'FTL']",2.4768272093359553,raw,8,Iron ion homeostasis ,4
negative regulation of actin filament polymerization (GO:0030837),0.0034492770768906546,"['TMSB4X', 'PFN1', 'TMSB10']",2.4622719178009382,raw,8,Negative regulation of actin filament polymerization ,3
positive regulation of cellular biosynthetic process (GO:0031328),0.0038150640139638413,"['CXCL8', 'HSP90AB1', 'IL1B', 'VIM', 'EEF2', 'THBS1']",2.4184981705064743,raw,8,Positive regulation of cellular biosynthetic process ,6
regulation of monocyte chemotaxis (GO:0090025),0.0038150640139638413,"['GREM1', 'DUSP1', 'SERPINE1']",2.4184981705064743,raw,8,Regulation of monocyte chemotaxis ,3
regulation of gene expression (GO:0010468),0.003841187946370891,"['CXCL8', 'GPX1', 'CITED2', 'FN1', 'MIF', 'DKK1', 'ACTG1', 'ACTC1', 'PCBP1', 'DDIT3', 'IL1B', 'CALR', 'HSPA1B', 'ATF4', 'HSPA1A']",2.4155344426200784,raw,8,Regulation of gene expression ,15
cellular component disassembly (GO:0022411),0.004281681936493194,"['MMP14', 'MMP1', 'MMP3', 'TIMP1']",2.368385597283609,raw,8,Cellular component disassembly ,4
extracellular matrix disassembly (GO:0022617),0.004281681936493194,"['MMP14', 'MMP1', 'MMP3', 'TIMP1']",2.368385597283609,raw,8,Extracellular matrix disassembly ,4
regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239),0.004385171847137749,"['IL1B', 'HSPA1B', 'HSPA1A']",2.3580133827309435,raw,8,Regulation of extrinsic apoptotic signaling pathway in absence of ligand ,3
positive regulation of fibroblast proliferation (GO:0048146),0.004385171847137749,"['FN1', 'S100A6', 'MIF']",2.3580133827309435,raw,8,Positive regulation of fibroblast proliferation ,3
negative regulation of monocyte chemotaxis (GO:0090027),0.004385171847137749,"['GREM1', 'DUSP1']",2.3580133827309435,raw,8,Negative regulation of monocyte chemotaxis ,2
cellular heat acclimation (GO:0070370),0.004385171847137749,"['HSPA1B', 'HSPA1A']",2.3580133827309435,raw,8,Cellular heat acclimation ,2
negative regulation of trophoblast cell migration (GO:1901164),0.004385171847137749,"['CALR', 'TIMP1']",2.3580133827309435,raw,8,Negative regulation of trophoblast cell migration ,2
regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway (GO:0070432),0.004385171847137749,"['HSPA1B', 'HSPA1A']",2.3580133827309435,raw,8,Regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway ,2
heat acclimation (GO:0010286),0.004385171847137749,"['HSPA1B', 'HSPA1A']",2.3580133827309435,raw,8,Heat acclimation ,2
positive regulation of tau-protein kinase activity (GO:1902949),0.004385171847137749,"['HSP90AB1', 'DKK1']",2.3580133827309435,raw,8,Positive regulation of tau-protein kinase activity ,2
regulation of translational initiation (GO:0006446),0.00445001225929389,"['HSPB1', 'EIF4G2', 'ATF4', 'EIF1']",2.3516387925839326,raw,8,Regulation of translational initiation ,4
aggrephagy (GO:0035973),0.004709621501552618,"['UBB', 'UBC', 'VIM']",2.327013994440592,raw,8,Aggrephagy ,3
transition metal ion homeostasis (GO:0055076),0.004709621501552618,"['HMOX1', 'B2M', 'FTL']",2.327013994440592,raw,8,Transition metal ion homeostasis ,3
cellular response to oxidative stress (GO:0034599),0.004778783062373685,"['GPX1', 'HMOX1', 'HSPA1B', 'ATF4', 'HSPA1A']",2.3206826842631525,raw,8,Cellular response to oxidative stress ,5
neutrophil chemotaxis (GO:0030593),0.00481545313120791,"['CXCL8', 'CXCL1', 'CXCL3', 'CXCL2']",2.3173628397702126,raw,8,Neutrophil chemotaxis ,4
granulocyte chemotaxis (GO:0071621),0.005607128372998213,"['CXCL8', 'CXCL1', 'CXCL3', 'CXCL2']",2.2512595007863747,raw,8,Granulocyte chemotaxis ,4
positive regulation of integrin-mediated signaling pathway (GO:2001046),0.005698823341088239,"['CD63', 'FLNA']",2.2442148055949893,raw,8,Positive regulation of integrin-mediated signaling pathway ,2
positive regulation of microtubule nucleation (GO:0090063),0.005698823341088239,"['HSPA1B', 'HSPA1A']",2.2442148055949893,raw,8,Positive regulation of microtubule nucleation ,2
skin morphogenesis (GO:0043589),0.005698823341088239,"['COL1A1', 'COL1A2']",2.2442148055949893,raw,8,Skin morphogenesis ,2
negative regulation of protein binding (GO:0032091),0.0057260289933654136,"['B2M', 'DKK1', 'NES', 'ACTB']",2.2421464572877468,raw,8,Negative regulation of protein binding ,4
regulation of cell motility (GO:2000145),0.005967346446849741,"['CAVIN1', 'TMSB4X', 'FLNA', 'TMSB10', 'RHOB']",2.2242187475443056,raw,8,Regulation of cell motility ,5
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),0.005967346446849741,"['DDX5', 'COL1A2', 'UBB', 'ID1', 'UBC']",2.2242187475443056,raw,8,Transmembrane receptor protein serine/threonine kinase signaling pathway ,5
positive regulation of transcription by RNA polymerase II (GO:0045944),0.006342600213648995,"['H2AZ1', 'IL11', 'CITED2', 'SERPINE1', 'NFKBIA', 'GREM1', 'UBB', 'PCBP1', 'DDIT3', 'UBC', 'CCN1', 'JUNB', 'ATF4']",2.1977326621604782,raw,8,Positive regulation of transcription by rna polymerase ii ,13
cellular response to UV (GO:0034644),0.0064149023723113485,"['MMP1', 'MMP3', 'TIMP1', 'ATF4']",2.1928099487183736,raw,8,Cellular response to uv ,4
neutrophil migration (GO:1990266),0.0064149023723113485,"['CXCL8', 'CXCL1', 'CXCL3', 'CXCL2']",2.1928099487183736,raw,8,Neutrophil migration ,4
negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042),0.006860772203045188,"['GPX1', 'SERPINE1', 'HMOX1']",2.1636270002338347,raw,8,Negative regulation of extrinsic apoptotic signaling pathway via death domain receptors ,3
regulation of cellular response to heat (GO:1900034),0.006966475644584575,"['HSPA8', 'HSP90AB1', 'HSPA1B', 'HSPA1A']",2.156986876882324,raw,8,Regulation of cellular response to heat ,4
cytoplasmic sequestering of NF-kappaB (GO:0007253),0.007036528676324712,"['NFKBIA', 'TMSB4X']",2.15264153809107,raw,8,Cytoplasmic sequestering of nf-kappab ,2
regulation of transcription from RNA polymerase II promoter in response to oxidative stress (GO:0043619),0.007036528676324712,"['HMOX1', 'ATF4']",2.15264153809107,raw,8,Regulation of transcription from rna polymerase ii promoter in response to oxidative stress ,2
negative regulation of cellular component organization (GO:0051129),0.00710089193244924,"['HSPA8', 'HSPA5', 'HSPA1B', 'HSPA1A']",2.148687096772196,raw,8,Negative regulation of cellular component organization ,4
